unique_carrier,year,month,distance,passengers
KAH,2019,6,9361,9047
KL,2018,3,248506,159602
M3,2018,6,58412,0
CC,2019,6,26517,0
TEQ,2019,11,9436,6
QK,2019,9,19556,25434
VB,2019,12,42925,67715
I4,2018,8,3297,4220
JL,2018,12,191936,191679
KAH,2018,3,3074,3704
EM,2019,1,17221,17776
SNK,2019,2,1126,235
IG,2019,4,41822,27304
SY,2018,10,476744,252056
B0,2018,10,7296,6379
AMQ,2018,1,70217,967
R0,2019,2,242,255
QR,2018,6,176152,172587
Y8,2019,9,7058,0
OZ,2018,8,165710,153528
UA,2018,5,4175803,9687583
HU,2019,8,174490,99940
EV,2019,4,241826,469883
VJT,2019,10,427447,398
KD,2018,2,82256,0
HY,2019,5,12678,5436
CV,2019,1,170803,0
0CQ,2019,4,24059,12
AAT,2018,6,908,1019
WL,2019,10,13664,1340
FX,2019,10,1313234,0
0Q,2019,3,10076,4
EY,2018,9,98197,69449
38Q,2019,3,1229,3768
W8,2019,4,21865,0
EV,2018,4,351158,818311
3EQ,2019,11,163167,775
2HQ,2019,11,14336,1386
G3,2018,9,5898,0
PR,2018,4,83550,86992
IFQ,2019,11,22805,30
8V,2018,12,18016,5889
OR,2018,6,34050,6641
ABX,2019,4,98414,0
12Q,2018,8,7270,6
BCQ,2018,3,19539,1976
AI,2019,1,106652,85615
2TQ,2018,10,2154,205
TP,2019,2,34882,42184
1SQ,2018,4,1492,7523
0QQ,2019,5,6898,6
BW,2018,2,32424,58151
XL,2019,8,5940,15077
M7,2018,9,5412,0
1TQ,2018,8,2221,0
TQQ,2018,10,16396,18525
WG,2018,8,2446,1702
MW,2018,9,1978,18112
PO,2019,11,189253,0
IB,2018,4,164144,116989
JU,2019,7,9022,11220
N8,2019,6,36609,0
UX,2019,8,24874,32416
IFQ,2019,3,22865,28
AA,2018,4,3213436,12276405
GFQ,2019,11,66957,0
WS,2018,7,210473,382019
07Q,2018,3,1431,0
SE,2019,8,38982,52733
04Q,2019,3,31124,3832
5D,2018,8,50936,72387
XL,2019,3,5940,12644
26Q,2018,12,9064,2
5X,2018,12,1519551,0
Z3Q,2018,7,140,3668
PH,2018,10,468,4882
SK,2018,5,123802,118699
KU,2018,2,12704,10636
M6,2018,3,146106,0
38Q,2018,10,1588,4499
KS,2018,3,17221,13794
C5,2019,9,48800,220061
RVQ,2018,1,326,2
SN,2019,7,15118,28582
SY,2019,7,393510,406601
MS,2018,5,11230,14216
AA,2018,2,2896942,10745382
2LQ,2019,3,15724,2055
PR,2018,8,109467,87282
WL,2019,3,88455,3275
KH,2019,9,1618,0
V8,2018,5,11845,1003
WRD,2018,2,148,0
PH,2018,6,468,6995
MU,2018,12,94020,120241
2E,2018,9,750,2345
QT,2018,4,8427,0
B0,2018,8,7296,4576
M7,2019,5,5689,0
LP,2018,5,28359,48428
CZ,2018,4,113222,72249
RJ,2019,1,48594,18678
QR,2019,9,176152,159479
Y8,2018,3,7057,0
VJT,2018,12,262325,355
CH,2018,8,1990,0
EQ,2018,6,9526,16707
22Q,2018,9,1264,86
WS,2018,5,223498,415448
GL,2018,4,111496,12051
CV,2018,1,184362,0
H6,2018,11,98839,20946
L2,2018,7,15948,0
BY,2019,7,84367,24678
TP,2019,7,96875,101614
1SQ,2018,7,1800,8856
NK,2018,2,662988,2017879
PH,2019,12,470,4433
HX,2018,5,32650,60340
9K,2019,6,9404,44896
10Q,2019,7,1567,1
7H,2019,5,24119,35369
AN,2019,12,22615,2985
CI,2018,11,158020,69513
Y8,2019,6,7058,0
VH,2018,9,2776,3193
EQ,2018,1,9526,13343
LH,2019,10,575880,570346
N8,2018,3,41406,228
NH,2019,4,146292,141810
KAQ,2019,11,299629,0
FX,2019,12,1665602,0
TK,2019,2,239294,134609
PS,2019,12,9388,10930
NC,2019,11,50230,0
M6,2019,4,105120,0
WRD,2018,1,176,0
7L,2019,4,12356,0
SN,2018,3,15118,17780
FP,2018,6,11760,8
Z3Q,2019,3,140,3453
NH,2019,7,159470,201655
YV,2018,6,261485,1278017
LR,2018,5,16922,15547
VB,2019,9,18178,38876
LF,2018,4,148167,11546
DY,2018,3,609207,281335
E7,2018,12,2552,0
CA,2019,3,160789,125037
KH,2019,10,1618,0
G4,2018,7,1114442,1531042
MP,2019,10,21319,0
OS,2019,3,66536,64075
12Q,2019,11,10752,8
ADB,2019,7,35447,0
GV,2018,5,37797,12301
G3,2019,9,29984,21890
SN,2019,9,15118,24211
4O,2019,3,74340,190420
GFQ,2019,7,45119,0
QX,2018,10,83023,589473
SV,2018,7,69118,42020
3E,2019,11,4673,5161
PP,2018,10,11937,2
WL,2018,11,66231,5868
RVQ,2019,3,326,13
JD,2019,2,3828,3918
OR,2019,12,18304,4401
SVW,2018,4,42061,76
MT,2018,5,124740,71615
ABX,2019,3,98414,0
FJ,2019,12,69114,21091
C8,2019,5,33971,0
M3,2019,4,55621,0
0WQ,2019,3,53611,127
X9,2018,6,59463,9320
KO,2019,7,52355,1719
RJ,2018,6,59329,26980
SN,2019,11,7334,13313
PFQ,2019,1,20211,0
LR,2018,12,28440,28624
AT,2018,6,14878,24701
ZX,2018,11,16772,73359
HX,2018,8,32650,68808
C8,2019,1,32846,0
JJ,2018,4,75974,89105
AZ,2019,9,83580,119174
EM,2018,7,14812,19491
MQ,2019,12,497883,1308171
0J,2019,12,10468,8
JQ,2018,5,21140,25688
1HQ,2019,2,9065,12
SE,2018,9,38954,23853
2UQ,2019,12,18518,29
1TQ,2019,2,2802,0
HBQ,2019,5,1166,737
CP,2018,9,75018,522409
04Q,2018,11,47195,3575
TK,2019,8,212816,201080
VB,2018,12,26791,44757
KS,2019,10,8330,14844
LO,2019,9,161390,82674
BX,2019,6,7168,6033
VJT,2019,5,377782,487
25Q,2018,8,11690,46
VS,2018,7,258847,396523
J2,2018,11,11662,1203
GU,2018,12,4388,7181
SV,2018,11,69118,23141
KX,2018,6,10383,14904
MS,2019,5,11230,15229
TS,2018,3,45154,37994
K2,2019,11,10902,3220
CK,2018,4,31301,0
AT,2018,9,14878,24020
G4,2019,9,779633,806917
ET,2019,7,57444,40898
GFQ,2019,10,42123,0
CP,2018,10,81765,548098
14Q,2019,5,47299,172
MW,2018,8,1992,19230
MW,2018,4,2177,21187
JD,2018,4,3828,4507
KAQ,2018,4,251443,0
NK,2019,3,1063228,3057514
Z3Q,2018,6,140,2954
5X,2018,5,1000791,0
9E,2018,12,378397,1182710
HY,2019,12,12678,3751
5V,2018,3,54809,335
CK,2018,6,31301,0
W8,2019,6,29244,0
WI,2018,5,125732,0
EQ,2018,7,9526,19077
ADB,2019,10,15098,0
MU,2019,6,94020,120464
BR,2018,7,152687,174850
L2,2019,11,21222,0
DI,2019,6,135148,171237
CAZ,2018,8,27864,17
QT,2018,1,8427,0
YX,2019,1,688441,1298257
M3,2019,2,35202,0
JU,2019,6,9022,8165
KH,2018,1,1581,0
F9,2018,10,1209879,1718773
VJT,2018,3,341963,417
GCH,2019,1,59,0
2O,2019,9,8556,2321
YV,2019,9,303889,1186070
TP,2018,9,63084,60365
K2,2019,10,13947,3595
LDQ,2019,6,3934,4
SEB,2018,5,3724,22147
AMQ,2018,4,39911,331
LH,2018,8,507666,612755
34Q,2018,1,13795,9
1QQ,2018,2,90,1631
1EQ,2019,3,24554,1930
3BQ,2019,1,1402,813
G4,2018,10,952460,1089646
SQ,2018,9,109186,79881
27Q,2018,11,389250,1231
NH,2018,7,166138,167249
2GQ,2019,5,7827,0
SU,2019,2,42668,47241
PH,2019,5,468,4316
M6,2019,9,73100,0
X9,2018,8,88787,12311
QR,2018,8,176152,174170
TS,2019,12,58656,36044
KS,2019,7,8581,19012
U7,2018,4,126847,0
AC,2018,3,243541,448744
JL,2018,9,204220,204959
SNK,2019,6,1662,623
FX,2019,3,1278776,0
CV,2019,6,194974,0
1TQ,2018,5,2020,0
PS,2018,3,9388,12112
Z3Q,2018,11,140,1793
L7,2018,3,21816,0
0QQ,2018,8,9750,84
D8,2018,11,38210,55320
1ZQ,2018,11,20072,149
YV,2018,7,259183,1357058
PS,2018,2,9388,8271
SE,2019,1,7270,2922
7H,2019,8,33636,48636
KS,2018,8,13065,18967
SY,2018,7,326320,292168
QX,2019,8,104859,690395
9S,2019,3,70828,0
25Q,2019,8,3307,13
S4,2019,1,9388,7264
7L,2019,7,12356,0
HA,2019,12,271058,986959
2UQ,2018,3,4133,3
BR,2019,6,145940,141849
OO,2018,11,1231683,3199813
2TQ,2018,4,1144,478
HA,2018,5,236728,993861
PR,2019,4,74114,80640
JL,2019,1,181979,197461
SV,2018,9,69118,27393
HA,2019,10,264348,963383
AMQ,2019,8,31043,0
04Q,2019,9,56781,2589
G4,2019,6,1000116,1617960
0J,2018,6,24925,16
LF,2019,8,89571,18778
ABX,2018,5,131826,0
VI,2019,11,474,5283
5X,2019,5,1045956,0
1WQ,2018,9,3422,4698
EW,2018,7,69130,33019
12Q,2019,10,29316,15
1YQ,2019,2,1346,610
CI,2019,7,174886,80485
1YQ,2019,7,1724,2015
1TQ,2019,7,2532,0
RV,2018,9,90041,201059
QF,2018,10,193845,135589
GCQ,2018,6,9988,21
AY,2018,11,38346,23798
VA,2019,3,45134,40078
5J,2018,9,3194,2
KU,2018,4,12704,12133
E7,2018,5,2552,0
AI,2018,6,102075,80291
1SQ,2018,2,1873,8273
MQ,2018,11,329765,1108955
8R,2019,3,19364,2451
02Q,2019,12,7157,79
M7,2019,2,6965,0
EV,2018,8,311284,807616
WL,2019,12,19816,6767
OR,2018,12,27592,5036
2KQ,2019,12,7963,28
LF,2018,10,111974,10565
9E,2019,5,260645,1328369
OS,2019,12,43824,48723
AV,2019,7,100064,147039
ADB,2018,12,32838,0
AY,2019,5,43587,45532
KS,2019,11,6746,12822
2GQ,2019,4,6432,0
NEW,2018,12,68,1754
WS,2018,3,387159,569580
JJ,2019,9,74208,90978
UP,2019,9,5592,19255
PFQ,2019,3,26199,0
BX,2019,12,7168,11303
UP,2019,1,9175,32903
MU,2018,8,108628,127891
1YQ,2019,9,1126,1074
NLQ,2018,10,16064,428
PD,2018,8,3104,109142
HY,2018,4,8406,2281
JL,2019,12,184744,188960
B0,2018,1,7298,4542
FJ,2018,3,47164,16835
C8,2018,5,19830,0
27Q,2018,1,443494,1427
YX,2019,12,936401,1704865
0Q,2018,6,35200,23
JL,2019,9,206886,200177
I4,2018,11,1898,2198
AA,2019,10,3162303,13110516
PS,2019,4,9388,15604
PD,2019,8,3104,101667
VJT,2018,9,378894,398
VR,2019,7,6776,1478
EV,2019,3,275710,563251
Z3,2019,8,2902,513
BF,2018,6,19560,13897
D7,2019,8,8234,19504
4B,2019,7,15693,17193
WL,2018,9,67769,7740
7H,2018,11,16203,28123
38Q,2019,1,1588,3489
Y4,2019,5,366340,295085
LP,2019,9,19140,40103
M3,2019,3,45848,0
09Q,2018,3,602681,109951
ADB,2019,12,25671,0
ZX,2019,3,18374,78740
PBQ,2018,8,3182,175
CP,2019,10,62097,491403
3BQ,2019,7,1402,1826
30Q,2018,7,486,76
CAZ,2019,8,34771,21
DE,2018,10,41274,17318
LA,2019,12,142982,67998
TQQ,2019,3,13601,17862
U7,2018,11,109356,0
AZ,2019,10,73934,104572
02Q,2019,5,12035,158
DHQ,2018,8,5304,0
LF,2018,11,103438,10521
KH,2019,8,1534,0
KE,2019,3,378593,231921
TN,2018,4,19530,32153
3U,2019,2,34076,21213
C5,2018,4,39919,146826
LP,2019,8,21748,45093
5D,2018,6,49005,69472
CX,2019,10,224058,173244
O6,2019,1,25637,31913
MP,2019,7,22140,0
DHQ,2019,10,6210,0
15Q,2018,8,26460,20
0WQ,2018,11,62904,199
KD,2018,7,130455,0
B0,2019,5,15310,6512
VA,2019,9,45134,38382
VS,2019,3,213667,295761
OZ,2018,10,161892,129898
0J,2019,10,10106,4
S4,2019,2,12580,5832
O6,2018,10,31049,18476
TN,2018,2,19530,21615
7S,2018,4,36622,121
SNK,2018,7,1624,899
D8,2019,4,21732,24560
7S,2019,1,39952,108
2O,2019,5,8293,1946
QF,2018,5,154312,133399
1SQ,2018,8,1997,9523
EK,2019,7,219907,361367
1WQ,2018,7,3422,4611
24Q,2019,10,9290,5
SA,2019,1,34538,27757
CA,2019,5,174451,163617
JD,2018,11,3828,283
J5,2018,6,11633,9258
AI,2018,2,86661,66989
3AQ,2018,10,4780,457
MP,2018,12,22008,0
AJQ,2018,6,9511,6714
DL,2018,6,4330512,13974601
QT,2019,10,16545,0
J2,2019,4,11662,1424
KD,2018,8,158518,0
H6,2019,5,90367,24107
D8,2018,2,98798,44979
BR,2018,9,156134,157465
LA,2019,10,154128,69142
KAH,2018,2,3813,2419
04Q,2019,8,64484,6393
3DQ,2018,9,650,1785
B0,2019,7,22606,8180
AAT,2019,2,1484,1190
NEW,2019,7,68,6257
AC,2019,1,301797,421367
15Q,2019,10,59626,41
BX,2019,9,13404,10429
SQ,2018,6,103481,86224
2UQ,2018,12,25084,34
G7,2018,8,208081,493797
NZ,2019,10,135910,89282
2GQ,2018,10,5774,0
CH,2018,7,1393,0
FI,2019,9,131642,119281
MU,2019,2,104062,105081
6R,2019,9,23681,0
S4,2019,11,9388,7785
Q5,2019,2,1184,31
CP,2018,2,84442,447016
GCQ,2019,3,4994,8
DL,2019,11,3706310,12554085
YV,2019,4,313814,1214570
PFQ,2019,7,27804,0
CK,2018,5,31301,0
IB,2018,2,43528,48151
U7,2019,11,166088,0
B6,2019,2,935884,3131173
NLQ,2019,7,3851,101
CZ,2018,2,113222,58938
LA,2019,11,159432,54227
VH,2019,8,2776,8724
RJ,2019,9,48594,26090
1BQ,2018,1,3648,13505
27Q,2019,12,194817,558
KAT,2019,5,2502,57
WI,2018,1,61450,0
1AQ,2018,8,10810,5300
M3,2018,4,65088,0
NH,2019,12,166478,192662
FI,2019,11,102768,84389
1SQ,2019,6,1687,8351
TK,2019,4,239742,170671
KL,2019,6,291198,208924
7S,2019,2,29430,91
4B,2019,12,13763,15248
0Q,2018,8,8566,4
2E,2018,7,863,2776
DY,2018,7,553112,268381
EY,2019,5,84463,69477
NZ,2018,11,113331,80291
LY,2018,9,96136,57005
2OQ,2019,2,1458,1381
VS,2019,5,218440,382529
PT,2018,12,42214,361780
VB,2018,8,22448,27307
MT,2018,3,38939,17773
GFQ,2018,4,59990,0
2GQ,2019,3,15815,0
EW,2018,3,9514,3078
WG,2018,4,25066,21979
UO,2019,8,2138,2
AV,2019,1,125204,164878
2LQ,2019,1,11771,1455
PP,2018,1,7048,5
TK,2019,7,192372,200364
4W,2019,11,7298,834
ZK,2018,2,4284,2493
CV,2018,3,180062,0
5Y,2019,6,513068,74
AY,2018,9,32422,31309
VI,2019,6,474,5858
LV,2019,9,7296,9427
DHQ,2018,6,6421,0
ADB,2019,2,15958,0
2UQ,2019,9,4604,3
AF,2018,6,319728,390348
HU,2019,9,216646,74199
0J,2019,11,12522,13
G3,2019,5,7554,20124
JJ,2018,8,137098,102279
GL,2018,2,198820,12940
SK,2019,7,132463,131520
5X,2018,10,959076,0
HA,2018,11,262756,921572
9E,2019,6,341796,1373410
AC,2019,7,173634,487075
MT,2018,4,38939,46530
KS,2019,2,13757,7868
KO,2019,8,48232,1676
RJ,2018,5,36484,20971
3DQ,2019,5,627,1980
2OQ,2018,6,1270,1785
AC,2018,8,158035,540600
R0,2019,3,242,218
28Q,2018,7,1648,0
SVW,2018,9,3754,11
KAQ,2018,8,237236,0
F9,2018,9,1197631,1601848
BW,2018,10,36506,52204
0J,2019,7,29209,13
YR,2018,11,4373,12769
LX,2018,9,97448,145517
AZ,2018,6,74570,117989
Q6,2018,11,16992,12314
AA,2018,10,3023700,12527158
VH,2019,6,2776,7348
2LQ,2018,11,9888,1724
PD,2018,1,5882,48635
EM,2019,4,16088,19474
3F,2019,12,343,12
I4,2018,2,887,1236
OZ,2019,3,164865,108685
2OQ,2019,7,1458,1966
J2,2019,8,11662,3452
12Q,2018,11,18494,11
EY,2019,4,84463,58824
V8,2018,11,10922,880
R0,2019,9,242,422
KLQ,2018,6,67426,0
UO,2018,2,2138,2731
15Q,2019,8,49532,44
CV,2019,12,221681,0
MS,2018,12,11230,17990
AMQ,2018,9,66903,0
9V,2019,2,5944,7225
NC,2018,5,39759,0
PEQ,2019,2,1644,0
9X,2018,7,6418,9751
1ZQ,2019,5,24470,222
TQQ,2019,11,5216,12021
KL,2019,11,207179,167154
ZW,2019,2,91216,283112
2AQ,2018,4,4903,8
10Q,2018,12,4277,3
DE,2019,8,101467,80011
WI,2019,8,73485,0
TP,2018,12,35082,52742
PH,2018,5,468,6874
DHQ,2018,12,7514,0
KZ,2019,6,49208,0
KLQ,2019,8,65885,0
MF,2019,11,42060,16863
KAQ,2019,5,262547,0
CZ,2019,8,125580,100078
M7,2019,6,4136,0
38Q,2019,6,2564,5454
LXQ,2019,2,7045,9
ET,2018,12,61710,37849
4M,2018,12,8812,12670
DHQ,2018,2,6421,0
AM,2018,4,108377,236850
JVQ,2019,9,3678,1
UX,2018,6,31142,31162
E7,2019,6,2552,0
0J,2019,4,1344,2
KO,2018,3,36405,232
EK,2018,5,236707,293847
PFQ,2018,8,28593,0
8V,2019,1,19025,5666
UA,2019,10,5325591,9772556
CZ,2019,12,140042,89752
27Q,2019,7,240099,691
PR,2018,5,71425,96414
VA,2019,1,45134,47383
9E,2019,11,320409,1225743
SY,2019,10,485702,336973
MU,2019,3,94020,115259
NC,2019,10,47088,0
CP,2018,1,89060,468931
5X,2019,4,1025168,0
CC,2019,3,12217,0
LA,2018,4,189726,72309
LJ,2019,1,7586,41492
1EQ,2019,2,13430,983
G4,2019,2,855569,1027215
1SQ,2018,9,2126,7347
KE,2019,5,359528,274104
PT,2018,2,49548,242306
DL,2019,8,3938086,15366370
15Q,2018,9,50805,39
BX,2018,3,3584,5679
2O,2018,6,10554,2171
CZ,2018,9,113222,75366
B0,2019,10,22606,8657
SV,2019,6,75454,34269
HBQ,2019,3,1006,596
4O,2019,2,64458,150348
LA,2018,6,160309,69489
VA,2019,11,45134,33870
AD,2019,8,56527,49505
U7,2019,8,148117,0
GV,2019,7,41078,15634
BY,2019,11,68003,10302
BY,2018,10,59202,21767
ABX,2019,5,97063,0
XL,2018,11,5940,12043
13Q,2019,12,92298,456
7C,2018,6,14926,71826
2LQ,2019,2,10229,1746
D8,2019,6,18694,24643
AAT,2018,9,908,742
CA,2018,3,169609,130989
QT,2019,12,14396,0
QT,2019,2,20647,0
BF,2018,11,19560,12175
ABX,2019,1,114147,0
07Q,2018,12,41598,10776
3F,2018,12,710,134
27Q,2019,10,156859,556
5C,2018,1,40598,0
KAH,2019,5,5989,6781
EK,2019,8,219907,348030
CC,2018,5,46438,0
F9,2019,6,1322992,2035467
C8,2019,12,33971,0
DY,2019,9,545489,312323
YX,2019,4,621729,1595683
CX,2018,6,181820,192163
CH,2019,2,796,0
RV,2019,3,100117,492693
MF,2018,5,55030,22478
SU,2019,5,51990,81263
NC,2019,4,38772,0
DE,2019,10,49679,26363
HBQ,2018,3,968,327
Y4,2019,4,360147,282385
G3,2019,6,14662,20552
UO,2019,3,2138,2582
HA,2018,8,278457,1006666
CV,2019,5,171928,0
MT,2018,7,106510,106894
Z3Q,2019,9,140,983
CX,2018,8,187201,200854
S4,2018,2,14082,5145
TA,2018,3,81907,93852
8R,2018,4,42730,11495
SNK,2019,3,1266,405
AI,2018,5,102075,77710
7S,2019,6,51991,500
7H,2018,5,15813,36756
NQ,2018,10,7638,12618
P3,2018,11,122247,0
W8,2019,10,30439,0
3S,2019,9,59950,0
Q6,2019,8,16992,14928
CA,2018,7,173151,150653
CM,2018,5,70694,240086
5C,2018,4,40598,0
CM,2019,5,79252,241502
MU,2018,9,94018,114614
WG,2018,12,11871,11531
1AQ,2019,4,15375,2760
SVW,2019,10,3307,8
3SD,2019,6,2632,1041
2OQ,2019,10,1364,1699
KV,2019,4,30857,192469
3S,2018,8,50845,0
TP,2019,8,100812,99494
2HQ,2019,9,21198,1298
CAZ,2019,11,44937,28
CA,2019,9,150667,139307
AM,2019,2,92067,186104
X9,2019,5,117682,15032
V8,2018,8,12009,1933
NEW,2019,2,68,1412
X9,2018,5,75269,10185
PEQ,2018,1,1644,0
D7,2018,7,8234,9412
1QQ,2018,12,90,2320
JL,2018,4,156409,176481
OR,2018,9,18304,4876
0Q,2018,5,43379,28
AT,2019,9,30404,28840
DHQ,2018,10,5304,0
PR,2018,12,69718,92771
NC,2019,9,46911,0
TK,2019,10,190467,185298
PO,2019,1,191565,0
MQ,2018,7,377011,1245981
BY,2018,6,71776,23934
LR,2019,11,22020,25359
Z3Q,2019,7,140,3548
HY,2019,4,12678,3848
SQ,2018,7,102811,89096
KH,2019,3,1618,0
9X,2018,8,6418,9649
A0,2018,7,14592,7092
TEQ,2019,10,11172,7
5Y,2018,8,505672,2999
3F,2018,8,4231,3632
ZX,2018,12,16772,73465
PD,2019,12,3104,72690
GV,2018,4,35583,10302
TK,2018,12,227746,159007
HX,2019,5,32650,24847
TQQ,2018,11,16396,17676
L7,2019,3,41404,0
OH,2018,5,282648,1247664
FJ,2018,4,47164,16332
CV,2019,11,228883,0
WRD,2018,5,204,3
9E,2018,5,296608,1240906
KX,2018,3,8825,16780
CK,2019,3,31301,0
SNK,2018,1,1032,502
PO,2018,9,205014,0
LA,2018,3,186242,73465
CK,2018,1,31301,0
UX,2019,4,39990,25131
KL,2018,4,228787,187030
FJ,2019,8,58684,22250
OS,2019,4,67486,62583
LO,2019,7,161390,92942
RV,2018,1,127282,339074
5X,2018,7,954892,0
15Q,2018,4,43309,31
UP,2018,4,9020,39234
AX,2019,10,126207,269133
AY,2018,5,27976,34980
8R,2019,12,9758,2038
FJ,2019,7,47164,23028
CA,2019,12,164329,123338
KU,2019,11,12704,14572
GV,2018,6,37515,12447
PR,2019,9,77212,94507
2UQ,2018,11,10525,9
VS,2018,4,190928,323776
CC,2019,12,38823,0
SN,2018,7,15118,27899
MP,2019,3,19532,0
SK,2018,4,128592,108774
MW,2019,3,1850,21232
EQ,2019,10,3882,4341
1WQ,2019,3,3846,5213
MF,2018,11,80594,20423
VS,2018,3,228291,273710
LO,2019,4,123156,57228
WG,2018,10,2446,1710
LX,2018,1,109384,108976
MU,2019,7,94020,124434
PH,2018,2,468,3577
U7,2019,7,99196,0
9S,2018,11,76180,0
3SD,2018,5,2632,1273
AMQ,2019,12,31454,533
24Q,2018,11,3722,1
2E,2019,4,172,2026
3E,2018,2,5434,5121
JVQ,2019,10,4221,1
K3,2018,11,3316,296
BW,2018,1,33978,68278
K2,2019,3,17391,4314
5D,2018,12,49446,73234
26Q,2019,1,8047,4
PS,2018,8,9388,19712
GCQ,2018,7,31614,79
0J,2018,8,14995,30
ABX,2019,7,109518,0
4O,2019,11,58041,161611
ZW,2018,10,83810,345781
X4,2019,9,656,882
UO,2018,3,2138,2805
2O,2019,1,3429,886
17Q,2018,6,14350,27
3F,2018,5,2291,965
WS,2018,8,207484,395388
HY,2018,6,8406,4125
ABX,2018,7,118724,0
NEW,2018,7,68,6554
3AQ,2018,3,2834,384
36Q,2018,1,3307,8
WI,2019,4,97583,0
0QQ,2019,9,2600,58
4W,2018,6,10584,2970
7S,2019,4,44966,297
TB,2018,8,9288,4472
AJQ,2018,7,8230,7924
DY,2019,1,330653,179328
OZ,2018,3,140812,135025
14Q,2018,8,21782,164
5V,2018,12,48244,312
TR,2018,9,21656,3156
BY,2019,4,42464,15043
3SD,2019,2,2632,1055
GCQ,2018,10,4994,8
BY,2019,8,76396,26171
CI,2019,6,173172,78621
TK,2019,1,206732,154458
TQQ,2019,2,16396,17886
PS,2019,5,9388,18371
BY,2019,6,89012,22736
KX,2018,8,11490,21808
HBQ,2018,4,1288,421
PD,2019,2,6624,47713
15Q,2019,6,84846,46
R3,2019,8,3916,146
WW,2018,8,85906,178704
8V,2018,10,28101,5267
KD,2018,10,185759,0
EM,2019,2,16959,16416
PT,2019,3,38639,422767
2TQ,2018,1,5064,311
OS,2018,10,66536,51396
LO,2018,8,110380,82608
PFQ,2019,10,25407,0
AY,2018,6,27976,38379
MQ,2018,12,344478,1139172
KAQ,2019,2,269524,0
TQQ,2018,12,16396,18005
SVW,2018,5,7089,6
1XQ,2018,3,7270,4
GEQ,2019,7,35772,52
Z3Q,2018,5,140,1855
AR,2019,10,19376,31621
R0,2019,10,242,450
Q5,2018,8,636,65
K2,2019,12,9528,2778
R0,2019,1,242,206
AY,2019,12,49576,28523
DI,2019,7,150509,176700
VIQ,2019,8,22288,0
GFQ,2018,5,63964,0
LA,2018,10,196980,70871
5D,2019,4,59073,61495
2JQ,2018,6,5166,13370
2TQ,2019,7,2018,1004
CV,2019,10,220671,0
SEB,2018,9,3724,13288
MW,2018,3,2434,23976
1XQ,2019,3,7270,5
CX,2018,12,196984,191252
HBQ,2018,7,1843,1008
CC,2018,12,73426,0
0Q,2018,10,28578,27
PY,2019,3,6204,3655
D7,2019,2,8234,18113
LXQ,2019,11,3585,15
